Universal ACDC v.1.38
importing alife objects...
importing alife objects from file alife_l07_military.ltx...
team 0, squad 0, group 0, mil_bloodsucker_normal
team 8, squad 6, group 2, yantar_gulag_zombies_0000
team 8, squad 6, group 2, yantar_gulag_zombies_0002
team 0, squad 0, group 0, yantar_gulag_zombies_01
team 0, squad 0, group 0, yantar_gulag_zombies_03
team 0, squad 0, group 0, yantar_gulag_zombies_05
team 8, squad 0, group 0, yantar_stalker_zombied_0000
team 8, squad 0, group 0, yantar_stalker_zombied_0001
team 8, squad 0, group 0, yantar_stalker_zombied_0002
team 8, squad 0, group 0, yantar_stalker_zombied_0003
team 8, squad 0, group 0, yantar_stalker_zombied_0004
team 8, squad 0, group 0, yantar_stalker_zombied_0005
team 8, squad 0, group 4, yantar_stalker_zombied_0006
team 8, squad 5, group 0, yantar_stalker_zombied_0007
team 8, squad 5, group 0, yantar_stalker_zombied_0008
team 8, squad 0, group 0, yantar_stalker_zombied_0009
team 8, squad 0, group 0, yantar_stalker_zombied_0010
team 8, squad 0, group 0, yantar_stalker_zombied_0011
team 8, squad 0, group 4, yantar_stalker_zombied_0012
team 8, squad 2, group 0, yantar_stalker_zombied_0013
team 8, squad 0, group 0, yantar_stalker_zombied_0014
team 8, squad 2, group 0, yantar_stalker_zombied_0015
team 8, squad 6, group 0, yantar_stalker_zombied_0016
team 8, squad 0, group 4, yantar_stalker_zombied_0017
team 8, squad 0, group 4, yantar_stalker_zombied_0018
team 8, squad 0, group 4, yantar_stalker_zombied_0019
team 8, squad 0, group 4, yantar_stalker_zombied_0020
team 8, squad 0, group 0, yantar_stalker_zombied_0021
team 8, squad 6, group 0, yantar_stalker_zombied_0022
team 8, squad 2, group 0, yantar_stalker_zombied_0023
team 8, squad 2, group 0, yantar_stalker_zombied_0024
team 8, squad 2, group 0, yantar_stalker_zombied_0025
team 8, squad 2, group 0, yantar_stalker_zombied_0026
team 8, squad 2, group 0, yantar_stalker_zombied_0027
team 8, squad 0, group 4, yantar_stalker_zombied_0028
team 8, squad 2, group 0, yantar_stalker_zombied_0029
team 8, squad 2, group 0, yantar_stalker_zombied_0030
team 8, squad 2, group 0, yantar_stalker_zombied_0031
team 8, squad 6, group 0, yantar_stalker_zombied_0032
team 8, squad 2, group 0, yantar_stalker_zombied_0033
team 8, squad 0, group 4, yantar_stalker_zombied_0034
team 8, squad 0, group 4, yantar_stalker_zombied_0035
team 8, squad 0, group 4, yantar_stalker_zombied_0036
team 8, squad 0, group 4, yantar_stalker_zombied_0037
team 8, squad 2, group 0, yantar_stalker_zombied_0043
team 8, squad 5, group 0, yantar_stalker_zombied_0044
team 8, squad 3, group 0, yantar_stalker_zombied_0046
team 8, squad 5, group 0, yantar_stalker_zombied_0049
importing alife objects from file alife_l10_radar.ltx...
team 0, squad 0, group 0, rad_bloodsucker_normal
team 0, squad 0, group 0, rad_attack_boar_1
team 0, squad 0, group 0, rad_attack_boar_2
team 0, squad 0, group 0, rad_attack_boar_3
team 0, squad 0, group 0, rad_attack_boar_4
team 0, squad 0, group 0, rad_attack_boar_5
team 0, squad 0, group 0, rad_attack_boar_glavar
team 0, squad 0, group 0, rad_attack_gigant_1
team 0, squad 0, group 0, rad_attack_gigant_2
team 0, squad 0, group 0, rad_attack_gigant
team 0, squad 0, group 0, rad_gigant_normal
team 0, squad 0, group 0, rad_tunnel_superkontroler
team 0, squad 0, group 0, rad_m_poltergeist_normal_tele
team 0, squad 0, group 0, rad_m_pseudodog_e_0001
team 0, squad 0, group 0, rad_m_pseudodog_e_0003
team 0, squad 0, group 0, rad_m_pseudodog_e_0005
team 0, squad 0, group 0, rad_psy_dog
team 0, squad 0, group 0, rad_snork_jumper_0001
team 0, squad 0, group 0, rad_snork_jumper_0003
team 0, squad 0, group 0, rad_snork_jumper_0004
team 0, squad 0, group 0, rad_snork_jumper_0005
team 0, squad 0, group 0, rad_snork_jumper_0008
team 0, squad 0, group 0, rad_snork_jumper_0009
team 0, squad 0, group 0, rad_snork_jumper_0010
team 0, squad 0, group 0, rad_snork_jumper_0015
team 0, squad 0, group 0, rad_snork_jumper_0016
team 0, squad 0, group 0, rad_snork_jumper_0019
team 0, squad 0, group 0, rad_attack_snork_1
team 0, squad 0, group 0, rad_attack_snork_2
team 0, squad 0, group 0, rad_attack_snork_3
team 0, squad 0, group 0, rad_attack_snork_4
team 0, squad 0, group 0, rad_attack_snork_5
team 0, squad 0, group 0, rad_attack_snork
team 0, squad 0, group 0, rad2_military
team 0, squad 0, group 0, rad2_stalker
team 0, squad 0, group 0, rad2_stalker_0000
team 0, squad 0, group 0, rad2_stalker_0001
team 0, squad 0, group 0, rad2_stalker_0002
team 0, squad 0, group 0, rad2_stalker_0003
team 0, squad 0, group 0, rad2_stalker_0004
team 0, squad 0, group 0, rad_antenna_specnazer
team 0, squad 0, group 0, rad_antenna_specnazer_0000
team 0, squad 0, group 0, rad_antenna_specnazer_0001
team 0, squad 0, group 0, rad_antenna_specnazer_0002
team 0, squad 0, group 0, rad_antenna_specnazer_0003
team 0, squad 0, group 0, rad_antenna_specnazer_0004
team 0, squad 0, group 0, rad_antenna_specnazer_0005
team 0, squad 0, group 0, rad_antenna_specnazer_0006
team 0, squad 1, group 2, filin
team 0, squad 1, group 2, rad_company_che
team 0, squad 1, group 2, rad_company_fidel
team 0, squad 1, group 2, rad_company_graf
team 0, squad 1, group 2, rad_company_markiz
team 0, squad 1, group 2, rad_company_mikluha
team 0, squad 1, group 2, rad_company_zahar
team 0, squad 16, group 19, rad_specnaz_antenna_0007
team 0, squad 16, group 19, rad_specnaz_antenna_0008
team 0, squad 16, group 19, rad_specnaz_antenna_0009
team 0, squad 0, group 0, rad_specnaz_antenna_0010
team 0, squad 16, group 13, rad_stalker_0005_dead
team 0, squad 16, group 13, rad_stalker_0006_dead_scientist
team 0, squad 16, group 13, rad_stalker_0007_dead_scientist
team 0, squad 16, group 13, rad_stalker_0008_dead_scientist
team 0, squad 16, group 13, rad_stalker_dead
team 0, squad 0, group 0, rad_stalker_dolg
team 0, squad 0, group 0, rad_stalker_dolg_0001
team 0, squad 0, group 0, rad_stalker_dolg_0003
team 0, squad 0, group 0, rad_stalker_dolg_0008
team 0, squad 0, group 0, rad_stalker_dolg_0009
team 0, squad 0, group 0, rad_stalker_dolg_0010
team 0, squad 0, group 0, rad_stalker_dolg_0011
team 0, squad 0, group 0, rad_stalker_svoboda_0000
team 0, squad 0, group 0, rad_stalker_svoboda_0002
team 0, squad 0, group 0, rad_stalker_svoboda_0004
team 0, squad 0, group 0, rad_stalker_svoboda_0005
team 0, squad 0, group 0, rad_stalker_svoboda_0006
team 0, squad 0, group 0, rad2_stalker_zombied
team 0, squad 0, group 0, rad2_stalker_zombied_0000
team 0, squad 0, group 0, rad2_stalker_zombied_0001
team 0, squad 0, group 0, rad_after_valley_walker1
team 0, squad 0, group 0, rad_after_valley_walker2
team 0, squad 0, group 0, rad_after_valley_walker3
team 0, squad 0, group 0, rad_after_valley_walker4
team 0, squad 0, group 0, rad_ambush1_kamp
team 0, squad 0, group 0, rad_ambush1_kamp_0000
team 0, squad 0, group 0, rad_ambush1_kamp_0001
team 0, squad 0, group 0, rad_ambush1_walker1
team 0, squad 16, group 14, rad_ambush1_walker_0001
team 0, squad 16, group 14, rad_ambush1_walker_0003
team 0, squad 0, group 0, rad_ambush3_walker
team 0, squad 0, group 0, rad_ambush3_walker2
team 0, squad 0, group 0, rad_ambush3_walker3
team 0, squad 0, group 0, rad_ambush3_walker4
team 0, squad 16, group 16, rad_ambush3_walker5
team 0, squad 0, group 0, rad_ambush3_walker6
team 0, squad 0, group 0, rad_ambush3_walker7
team 0, squad 0, group 0, rad_ambush3_walker8
team 0, squad 16, group 14, rad_ambush3_walker_0000
team 0, squad 0, group 0, rad_ambush3_walker_0001
team 0, squad 0, group 0, rad_ambush3_walker_0002
team 0, squad 0, group 0, rad_ambush3_walker_0003
team 0, squad 0, group 0, rad_ambush3_walker_0004
team 0, squad 0, group 0, rad_ambush3_walker_0005
team 0, squad 0, group 0, rad_antenna_camper1
team 0, squad 0, group 0, rad_antenna_camper2
team 0, squad 0, group 0, rad_antenna_camper3
team 0, squad 0, group 0, rad_antenna_monolither
team 0, squad 0, group 0, rad_antenna_monolither_0000
team 0, squad 0, group 0, rad_antenna_monolither_0001
team 0, squad 0, group 0, rad_antenna_monolither_0002
team 0, squad 0, group 0, rad_antenna_monolither_0003
team 0, squad 0, group 0, rad_antenna_monolither_0004
team 0, squad 0, group 0, rad_antenna_monolither_0005
team 0, squad 0, group 0, rad_antenna_monolither_0006
team 0, squad 16, group 17, rad_antenna_sniper1
team 0, squad 0, group 0, rad_antenna_sniper2
team 0, squad 16, group 17, rad_antenna_sniper3
team 0, squad 16, group 17, rad_antenna_sniper4
team 0, squad 16, group 17, rad_antenna_sniper5
team 0, squad 16, group 16, rad_codedoor_sniper
team 0, squad 16, group 16, rad_curve_road_high_guard1
team 0, squad 16, group 16, rad_curve_road_high_guard2
team 0, squad 16, group 16, rad_curve_road_low_guard
team 0, squad 16, group 16, rad_curve_road_mid_guard1
team 0, squad 16, group 16, rad_curve_road_mid_guard2
team 0, squad 0, group 0, rad_entrance_stalker_monolith1
team 0, squad 0, group 0, rad_entrance_stalker_monolith2
team 0, squad 0, group 0, rad_entrance_stalker_monolith3
team 0, squad 0, group 0, rad_entrance_stalker_monolith4
team 0, squad 16, group 17, rad_prip_road_guard1
team 0, squad 16, group 17, rad_prip_road_guard2
team 0, squad 16, group 17, rad_prip_road_kamper1
team 0, squad 16, group 17, rad_prip_road_kamper2
team 0, squad 16, group 17, rad_prip_road_kamper3
team 0, squad 16, group 17, rad_prip_road_patroler1
team 0, squad 16, group 14, rad_stalker_monolith
team 0, squad 0, group 0, rad_stalker_monolith_antenna_0004
team 0, squad 0, group 0, rad_stalker_monolith_antenna_0005
team 0, squad 0, group 0, rad_stalker_monolith_antenna_0009
team 0, squad 0, group 0, rad_stalker_monolith_antenna_0010
team 0, squad 0, group 0, rad_stalker_monolith_antenna_0011
team 0, squad 0, group 0, rad_stalker_monolith_antenna_0012
team 0, squad 0, group 0, rad_stalker_monolith_antenna_0013
team 0, squad 0, group 0, rad_stalker_monolith_antenna_0014
team 0, squad 0, group 0, rad_stalker_monolith_antenna_0015
team 0, squad 0, group 0, rad_stalker_monolith_antenna_0016
team 0, squad 0, group 0, rad_stalker_monolith_antenna_0017
team 0, squad 16, group 14, rad_tramplin_rpg_walker
team 0, squad 16, group 14, rad_tramplin_sniper
team 0, squad 0, group 0, rad_tramplin_walker3
team 0, squad 0, group 0, rad_tramplin_walker4
team 0, squad 0, group 0, rad_stalker_zombied
team 0, squad 0, group 0, rad_stalker_zombied_0000
team 0, squad 0, group 0, rad_stalker_zombied_0001
team 0, squad 0, group 0, rad_stalker_zombied_0002
team 0, squad 0, group 0, rad_stalker_zombied_0003
team 0, squad 0, group 0, rad_stalker_zombied_0004
team 0, squad 0, group 0, rad_stalker_zombied_0005
team 0, squad 0, group 0, rad_stalker_zombied_0006
team 0, squad 0, group 0, rad_stalker_zombied_0007
team 0, squad 0, group 0, rad_stalker_zombied_0008
team 0, squad 0, group 0, rad_stalker_zombied_0010
team 0, squad 0, group 0, rad_stalker_zombied_0011
team 0, squad 0, group 0, rad_stalker_zombied_0012
importing alife objects from file alife_l12u_sarcofag.ltx...
team 0, squad 30, group 1, sar_secret_room_monolith_1
team 0, squad 30, group 1, sar_secret_room_monolith_2
team 0, squad 30, group 1, sar_secret_room_monolith_3
team 0, squad 30, group 1, sar_secret_room_monolith_4
team 0, squad 30, group 1, sar_secret_room_monolith_5
team 0, squad 30, group 1, sar_secret_room_monolith_6
team 0, squad 30, group 1, sar_secret_room_monolith_7
team 0, squad 30, group 1, sar_secret_room_monolith_8
team 0, squad 20, group 0, sar_stalker_monolith_0002
team 0, squad 20, group 0, sar_stalker_monolith_0008
team 0, squad 20, group 0, sar_stalker_monolith_0011
team 0, squad 20, group 0, sar_stalker_monolith_0012
team 0, squad 20, group 0, sar_stalker_monolith_0013
team 0, squad 20, group 0, sar_stalker_monolith_0014
team 0, squad 20, group 0, sar_stalker_monolith_0015
team 0, squad 20, group 0, sar_stalker_monolith_0016
team 0, squad 20, group 0, sar_stalker_monolith_0017
team 0, squad 20, group 0, sar_stalker_monolith_0018
team 0, squad 20, group 0, sar_stalker_monolith_0019
team 0, squad 20, group 0, sar_stalker_monolith_0020
team 0, squad 20, group 0, sar_stalker_monolith_high
team 0, squad 20, group 0, sar_stalker_monolith_high_0000
team 0, squad 20, group 0, sar_stalker_monolith_high_0001
team 0, squad 20, group 0, sar_stalker_monolith_high_0002
team 0, squad 20, group 0, sar_stalker_monolith_high_0003
team 0, squad 20, group 0, sar_stalker_monolith_high_0004
team 0, squad 20, group 0, sar_stalker_monolith_high_0005
team 0, squad 20, group 0, sar_stalker_monolith_high_0006
team 0, squad 20, group 0, sar_stalker_monolith_high_0007
team 0, squad 20, group 0, sar_stalker_monolith_high_0008
team 0, squad 20, group 0, sar_stalker_monolith_high_0009
team 0, squad 20, group 0, sar_stalker_monolith_lest_0000
team 0, squad 20, group 0, sar_stalker_monolith_lest_0001
team 0, squad 20, group 0, sar_stalker_monolith_lest_1
team 0, squad 20, group 0, sar_stalker_sklad
team 0, squad 20, group 0, sar_stalker_sklad_0000
team 0, squad 20, group 0, sar_stalker_sklad_0001
team 0, squad 20, group 0, sar_stalker_sklad_0002
team 0, squad 20, group 0, sar_stalker_sklad_0003
importing alife objects from file alife_l09_deadcity_ogse.ltx...
team 0, squad 0, group 0, l09_deadcity_ogse_m_crow
team 0, squad 0, group 0, l09_deadcity_ogse_m_crow_0000
team 0, squad 0, group 0, l09_deadcity_ogse_m_crow_0001
team 0, squad 0, group 0, l09_deadcity_ogse_m_crow_0002
team 0, squad 0, group 0, l09_deadcity_ogse_m_crow_0003
team 0, squad 0, group 0, l09_deadcity_ogse_m_crow_0004
team 0, squad 0, group 0, l09_deadcity_ogse_m_crow_0005
team 0, squad 0, group 0, l09_deadcity_ogse_m_crow_0006
team 0, squad 0, group 0, l09_deadcity_ogse_m_crow_0007
team 0, squad 0, group 0, l09_deadcity_ogse_m_crow_0008
team 0, squad 0, group 0, l09_deadcity_ogse_m_crow_0009
team 0, squad 0, group 0, l09_deadcity_ogse_m_crow_0010
team 0, squad 0, group 0, dead_city_btr_fake
team 0, squad 0, group 0, dead_city_btr_real
team 0, squad 0, group 0, btr_gunner
team 0, squad 0, group 0, chinook_pilot_1
team 0, squad 0, group 0, chinook_pilot_2
team 0, squad 0, group 0, btr_commander
team 0, squad 0, group 0, btr_ecolog_1
team 0, squad 0, group 0, btr_ecolog_2
team 0, squad 0, group 0, btr_science_lead
team 0, squad 1, group 2, val_kvestx10_svyaznoy
team 0, squad 0, group 0, gorkom_librarian
team 0, squad 1, group 1, deadcity_bar_guard1
team 0, squad 1, group 1, deadcity_bar_guard2
team 0, squad 1, group 1, deadcity_bar_barman
team 0, squad 1, group 1, deadcity_bar_drinkman
team 0, squad 1, group 1, deadcity_bar_nardyman
team 0, squad 1, group 1, deadcity_bar_billiardman
team 0, squad 1, group 1, deadcity_bar_restsofa
team 0, squad 1, group 1, deadcity_bar_sleeper
team 0, squad 1, group 1, deadcity_bar_zasranets
team 0, squad 0, group 0, cit_kanaliz1_snork_0000
team 0, squad 0, group 0, deadcity_snork_0000
team 0, squad 0, group 0, deadcity_snork_0001
team 0, squad 0, group 0, deadcity_snork_0002
team 0, squad 0, group 0, deadcity_snork_0003
team 0, squad 0, group 0, deadcity_snork_0004
team 0, squad 0, group 0, deadcity_snork_0005
team 0, squad 0, group 0, deadcity_snork_0006
team 0, squad 0, group 0, deadcity_snork_0007
team 0, squad 0, group 0, deadcity_snork_0008
team 0, squad 0, group 0, deadcity_snork_0009
team 0, squad 0, group 0, deadcity_snork_0010
team 0, squad 0, group 0, deadcity_snork_0011
team 0, squad 0, group 0, deadcity_snork_0012
team 0, squad 0, group 0, deadcity_snork_0013
team 0, squad 0, group 0, deadcity_snork_0014
team 0, squad 0, group 0, deadcity_snork_0015
team 0, squad 0, group 0, deadcity_snork_0016
team 0, squad 0, group 0, deadcity_snork_0017
team 0, squad 0, group 0, cit_kanaliz1_snork_0001
team 0, squad 0, group 0, cit_kanaliz1_snork_0002
team 0, squad 0, group 0, cit_kanaliz2_snork_0000
team 0, squad 0, group 0, cit_kanaliz2_snork_0001
team 0, squad 0, group 0, cit_kanaliz2_snork_0002
team 0, squad 0, group 0, cit_kanaliz1_snork_0003
team 0, squad 0, group 0, deadcity_bloodsucker_0000
team 0, squad 0, group 0, deadcity_bloodsucker_0001
team 0, squad 0, group 0, deadcity_bloodsucker_0002
team 0, squad 0, group 0, deadcity_dog_0000
team 0, squad 0, group 0, deadcity_dog_0001
team 0, squad 0, group 0, deadcity_dog_0002
team 0, squad 0, group 0, deadcity_dog_0003
team 0, squad 0, group 0, deadcity_dog_0004
team 0, squad 0, group 0, deadcity_dog_0005
team 0, squad 0, group 0, deadcity_psy_dog_0001
team 0, squad 0, group 0, deadcity_psy_dog_0002
team 0, squad 0, group 0, deadcity_controller_0000
team 0, squad 0, group 0, deadcity_controller_0001
team 0, squad 0, group 0, deadcity_controller_0002
team 0, squad 0, group 0, deadcity_controller_0003
team 0, squad 0, group 0, deadcity_controller_0004
team 0, squad 0, group 0, deadcity_controller_0005
team 0, squad 1, group 1, deadcity_zombie_0000
team 0, squad 1, group 1, deadcity_zombie_0001
team 0, squad 1, group 1, deadcity_zombie_0002
team 0, squad 1, group 1, deadcity_zombie_0003
team 0, squad 1, group 1, deadcity_zombie_0004
team 0, squad 1, group 1, deadcity_zombie_0005
team 0, squad 1, group 1, deadcity_zombie_0006
team 0, squad 1, group 1, deadcity_zombie_0007
team 0, squad 1, group 1, deadcity_zombie_0008
team 0, squad 1, group 1, deadcity_zombie_0009
team 0, squad 1, group 1, deadcity_zombie_0010
team 0, squad 1, group 1, deadcity_zombie_0011
team 0, squad 1, group 1, deadcity_zombie_0012
team 0, squad 1, group 1, deadcity_zombie_0013
team 0, squad 1, group 1, deadcity_zombie_0014
team 0, squad 1, group 1, deadcity_zombie_0015
team 0, squad 1, group 1, deadcity_zombie_0016
team 0, squad 1, group 1, deadcity_zombie_0017
team 0, squad 1, group 1, deadcity_zombie_0018
team 0, squad 1, group 1, deadcity_zombie_0019
team 0, squad 1, group 1, deadcity_zombie_0020
team 0, squad 1, group 1, deadcity_zombie_0021
team 0, squad 1, group 1, deadcity_zombie_0022
team 0, squad 1, group 1, deadcity_zombie_0023
team 0, squad 1, group 1, deadcity_zombie_0024
team 0, squad 1, group 1, deadcity_zombie_0025
team 0, squad 1, group 1, deadcity_zombie_0026
team 0, squad 1, group 1, deadcity_zombie_0027
team 0, squad 1, group 1, deadcity_zombie_0028
team 0, squad 1, group 1, deadcity_zombie_0029
team 0, squad 1, group 1, deadcity_zombie_0030
team 0, squad 1, group 1, deadcity_zombie_0031
team 0, squad 1, group 1, deadcity_zombie_0032
team 0, squad 1, group 1, deadcity_zombie_0033
team 0, squad 1, group 1, deadcity_zombie_0034
team 0, squad 1, group 1, deadcity_zombie_0035
team 0, squad 1, group 1, deadcity_zombie_0036
team 0, squad 1, group 1, deadcity_zombie_0037
team 0, squad 1, group 1, deadcity_zombie_0038
team 0, squad 1, group 1, deadcity_zombie_0039
team 0, squad 1, group 1, deadcity_zombie_0040
team 0, squad 1, group 1, deadcity_zombie_0041
team 0, squad 1, group 1, deadcity_zombie_0042
team 0, squad 1, group 1, deadcity_zombie_0043
team 0, squad 1, group 1, deadcity_zombie_0044
team 0, squad 1, group 1, deadcity_zombie_0045
team 0, squad 1, group 1, deadcity_zombie_0046
team 0, squad 1, group 1, deadcity_zombie_0047
team 0, squad 1, group 1, deadcity_zombie_0048
team 0, squad 1, group 1, deadcity_zombie_0049
team 0, squad 1, group 1, deadcity_zombie_0050
team 0, squad 1, group 1, deadcity_zombie_0051
team 0, squad 1, group 1, deadcity_zombie_0052
team 0, squad 1, group 1, deadcity_zombie_0053
team 0, squad 1, group 1, deadcity_zombie_0054
team 0, squad 1, group 1, deadcity_zombie_0055
team 0, squad 1, group 1, deadcity_zombie_0056
team 0, squad 1, group 1, deadcity_zombie_0057
team 0, squad 1, group 1, deadcity_zombie_0058
team 0, squad 1, group 1, deadcity_zombie_0059
team 0, squad 0, group 0, deadcity_dead_ecolog_1
team 0, squad 0, group 0, deadcity_dead_ecolog_2
team 0, squad 0, group 0, deadcity_dead_ecolog_3
team 0, squad 0, group 0, deadcity_dead_ecolog_4
team 0, squad 0, group 0, deadcity_dead_ecolog_5
team 0, squad 0, group 0, deadcity_dead_ecolog_6
team 0, squad 0, group 0, deadcity_dead_ecolog_7
team 0, squad 0, group 0, deadcity_dead_ecolog_8
team 0, squad 0, group 0, deadcity_dead_ecolog_9
team 0, squad 0, group 0, deadcity_dead_lair_00
team 0, squad 0, group 0, deadcity_dead_lair_01
team 0, squad 0, group 0, deadcity_dead_lair_02
team 0, squad 0, group 0, deadcity_dead_lair_03
team 0, squad 0, group 0, deadcity_dead_lair_04
team 0, squad 0, group 0, deadcity_dead_lair_05
team 0, squad 0, group 0, deadcity_dead_lair_06
team 0, squad 0, group 0, deadcity_dead_lair_07
team 0, squad 0, group 0, deadcity_dead_lair_08
team 0, squad 0, group 0, deadcity_dead_lair_09
team 0, squad 0, group 0, deadcity_dead_lair_10
team 0, squad 0, group 0, deadcity_dead_lair_11
team 0, squad 0, group 0, deadcity_dead_lair_12
team 0, squad 0, group 0, deadcity_dead_lair_13
team 0, squad 0, group 0, deadcity_master_lair_polter_00
team 0, squad 0, group 0, deadcity_master_lair_polter_01
team 0, squad 0, group 0, deadcity_master_lair_polter_02
team 0, squad 0, group 0, deadcity_master_lair_polter
team 0, squad 0, group 0, deadcity_master_voice
team 0, squad 0, group 0, stalker_kolya
team 0, squad 0, group 0, cit_kulgband_car
importing alife objects from file alife_l12_stancia.ltx...
team 0, squad 0, group 0, aes_btr
team 0, squad 0, group 0, aes_btr_0000
team 0, squad 0, group 0, aes_btr_0001
team 0, squad 0, group 0, aes_btr_0002
team 0, squad 0, group 0, aes_m_car
team 0, squad 0, group 0, aes_monolit_heli_hunter
team 0, squad 0, group 0, aes_monolit_stalker_0000
team 0, squad 0, group 0, aes_monolit_stalker_0001
team 0, squad 0, group 0, aes_monolit_stalker_0004
team 0, squad 0, group 0, aes_monolit_stalker_0006
team 0, squad 0, group 0, aes_monolit_stalker_0007
team 0, squad 0, group 0, aes_monolit_stalker_0008
team 10, squad 10, group 10, aes_monolit_stalker_0010
team 9, squad 9, group 9, aes_monolit_stalker_0012
team 9, squad 9, group 9, aes_monolit_stalker_0014
team 0, squad 0, group 0, aes_monolit_stalker_0016
team 0, squad 0, group 0, aes_monolit_stalker_0017
team 0, squad 0, group 0, aes_monolit_stalker_0018
team 0, squad 0, group 0, aes_monolit_stalker_0021
team 10, squad 10, group 10, aes_monolit_stalker_0023
team 10, squad 10, group 10, aes_monolit_stalker_0024
team 10, squad 10, group 10, aes_monolit_stalker_0025
team 0, squad 0, group 0, aes_monolit_stalker_0026
team 0, squad 0, group 0, aes_monolit_stalker_0027
team 10, squad 10, group 10, aes_monolit_stalker_0029
team 0, squad 0, group 0, aes_monolit_stalker_0030
team 0, squad 0, group 0, aes_monolit_stalker_0032
team 0, squad 0, group 0, aes_monolit_stalker_0033
team 10, squad 10, group 10, aes_monolit_stalker_0034
team 0, squad 10, group 0, aes_monolit_stalker_0036
team 0, squad 10, group 0, aes_monolit_stalker_0037
team 0, squad 10, group 0, aes_monolit_stalker_0038
team 0, squad 10, group 0, aes_monolit_stalker_0039
team 0, squad 10, group 0, aes_monolit_stalker_0040
team 0, squad 10, group 0, aes_monolit_stalker_0041
team 0, squad 10, group 0, aes_monolit_stalker_0042
team 0, squad 0, group 0, aes_monolit_stalker_0045
team 0, squad 0, group 0, aes_monolit_stalker_0046
team 0, squad 0, group 0, aes_monolit_stalker_0047
team 0, squad 0, group 0, aes_monolit_stalker_0048
team 0, squad 0, group 0, aes_monolit_stalker_0049
team 0, squad 0, group 0, aes_monolit_stalker_0050
team 10, squad 10, group 10, aes_monolit_stalker_0051
team 0, squad 0, group 0, aes_soldier_commander
team 5, squad 5, group 5, aes_soldier_desant_wave_0000
team 5, squad 5, group 5, aes_soldier_desant_wave_0001
team 5, squad 5, group 5, aes_soldier_desant_wave_0002
team 5, squad 5, group 5, aes_soldier_desant_wave_0003
team 5, squad 5, group 5, aes_soldier_desant_wave_0006
team 3, squad 3, group 3, aes_soldier_desant_wave_0007
team 3, squad 3, group 3, aes_soldier_desant_wave_0008
team 3, squad 3, group 3, aes_soldier_desant_wave_0010
team 3, squad 3, group 3, aes_soldier_desant_wave_0014
team 2, squad 2, group 2, aes_soldier_desant_wave_0015
team 2, squad 2, group 2, aes_soldier_desant_wave_0016
team 4, squad 4, group 4, aes_soldier_desant_wave_0023
team 4, squad 4, group 4, aes_soldier_desant_wave_0024
team 4, squad 4, group 4, aes_soldier_desant_wave_0025
team 1, squad 1, group 1, aes_soldier_desant_wave_0029
team 1, squad 1, group 1, aes_soldier_desant_wave_0031
team 1, squad 1, group 1, aes_soldier_desant_wave_0032
team 1, squad 1, group 1, aes_soldier_desant_wave_0033
team 1, squad 1, group 1, aes_soldier_desant_wave_0042
team 1, squad 1, group 1, aes_soldier_desant_wave_0044
team 1, squad 1, group 1, aes_soldier_desant_wave_0045
team 1, squad 1, group 1, aes_soldier_desant_wave_0046
team 1, squad 1, group 1, aes_soldier_desant_wave_0050
team 1, squad 1, group 1, aes_soldier_desant_wave_0051
team 1, squad 1, group 1, aes_soldier_desant_wave_0052
team 5, squad 5, group 5, aes_soldier_desant_wave_0053
team 5, squad 5, group 5, aes_soldier_desant_wave_0054
team 5, squad 5, group 5, aes_soldier_desant_wave_0055
team 5, squad 5, group 5, aes_soldier_desant_wave_0056
team 5, squad 5, group 5, aes_soldier_desant_wave_0057
team 0, squad 0, group 0, aes_stalker
team 0, squad 0, group 0, aes_stalker_0000
team 0, squad 0, group 0, aes_stalker_0002
team 0, squad 0, group 0, aes_stalker_0004
team 0, squad 0, group 0, aes_stalker_0005
team 0, squad 0, group 0, aes_stalker_0006
team 0, squad 0, group 0, aes_stalker_0007
team 0, squad 0, group 0, aes_stalker_0008
team 0, squad 0, group 0, aes_stalker_0009
team 10, squad 10, group 10, aes_stalker_0011
team 0, squad 10, group 0, aes_stalker_0012
team 0, squad 0, group 0, aes_stalker_0013
team 0, squad 10, group 0, aes_stalker_0014
importing alife objects from file alife_l06_rostok.ltx...
team 0, squad 0, group 0, rostok_bloodsucker_strong
team 0, squad 0, group 0, rostok_dog_normal
team 0, squad 0, group 0, rostok_dog_normal_0000
team 0, squad 0, group 0, rostok_dog_normal_0001
team 0, squad 0, group 0, rostok_dog_normal_0002
team 0, squad 0, group 0, rostok_dog_strong_0000
team 0, squad 0, group 0, rostok_dog_strong_0001
team 0, squad 0, group 0, rostok_dog_strong_0002
team 0, squad 0, group 0, rostok_dog_dead_1
team 0, squad 0, group 0, rostok_dog_dead_2
team 0, squad 0, group 0, rostok_m_poltergeist_tele_outdoor
team 0, squad 0, group 0, rostok_m_poltergeist_tele_outdoor_0000
team 0, squad 0, group 0, rostok_m_tushkano_e_0024
team 0, squad 0, group 0, rostok_pseudodog_weak
team 0, squad 5, group 7, bar_ambush_killer_01
team 0, squad 5, group 7, bar_ambush_killer_02
team 6, squad 6, group 1, bar_ambush_killer_03
team 0, squad 5, group 7, bar_ambush_killer_04
team 0, squad 6, group 8, bar_ambush_killer_05
team 0, squad 6, group 8, bar_ambush_killer_07
team 0, squad 6, group 8, bar_ambush_killer_09
